"id_alert","id_pcap","label","mean_win_fwd","mean_win_bwd","ack_count","syn_count","fwd_pck","bwd_pck","iat_max","iat_min","iat_mean","ports_number","status"
1,1,"BENNING",65495,65495,0,1,"1.00","1.00","0.00","0.00","0.00",1,"NEW"
2,2,"BENNING",32747,32747,1,0,"6.00","6.00","0.00","0.00","0.00",4,"NEW"
3,3,"BENNING",32747,32747,0,1,"10.00","10.00","0.00","0.00","0.00",6,"NEW"
4,4,"BENNING",32747,32747,1,0,"14.00","14.00","0.00","0.00","0.00",8,"NEW"
5,5,"BENNING",32747,32747,0,1,"18.00","18.00","0.00","0.00","0.00",10,"NEW"
6,6,"BENNING",34171,34171,1,0,"23.00","23.00","0.00","0.00","0.00",12,"NEW"
7,7,"BENNING",32747,32747,0,1,"26.00","26.00","0.00","0.00","0.00",14,"NEW"
8,8,"BENNING",33876,33876,1,0,"29.00","29.00","0.00","0.00","0.00",15,"NEW"
9,9,"BENNING",33739,33739,0,1,"33.00","33.00","0.00","0.00","0.00",17,"NEW"
10,10,"BENNING",33632,33632,1,0,"37.00","37.00","0.00","0.00","0.00",19,"NEW"
11,11,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
12,12,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
13,13,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
14,14,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
15,15,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
16,16,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
17,17,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
18,18,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
19,19,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
20,20,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
21,21,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
22,22,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
23,23,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
24,24,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
25,25,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
26,26,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
27,27,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
28,28,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
29,29,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
30,30,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
31,31,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
32,32,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
33,33,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
34,34,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
35,35,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
36,36,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
37,37,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
38,38,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
39,39,"BENNING",32747,32747,0,1,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
40,40,"BENNING",32747,32747,1,0,"40.00","40.00","0.00","0.00","0.00",21,"NEW"
41,41,"BENNING",64240,64240,0,1,"1.00","1.00","0.00","0.00","0.00",1,"NEW"
42,42,"BENNING",65092,65092,1,1,"2.00","2.00","0.00","0.00","0.00",1,"NEW"
43,43,"BENNING",64252,64252,1,0,"4.00","4.00","1.00","0.00","0.17",1,"NEW"
44,44,"BENNING",64252,64252,1,0,"4.00","4.00","1.00","0.00","0.17",1,"NEW"
45,45,"BENNING",65051,65051,1,0,"5.00","5.00","1.00","0.00","0.10",1,"NEW"
46,46,"BENNING",64190,64190,1,0,"8.00","8.00","1.00","0.00","0.08",1,"NEW"
47,47,"BENNING",65046,65046,1,0,"6.00","6.00","1.00","0.00","0.08",1,"NEW"
48,48,"BENNING",502,502,1,0,"4.00","4.00","0.00","0.00","0.00",1,"NEW"
49,49,"BENNING",509,509,1,0,"2.00","2.00","0.00","0.00","0.00",1,"NEW"
50,50,"BENNING",502,502,1,0,"4.00","4.00","0.00","0.00","0.00",1,"NEW"
51,51,"BENNING",502,502,1,0,"4.00","4.00","0.00","0.00","0.00",1,"NEW"
52,52,"BENNING",509,509,1,0,"2.00","2.00","0.00","0.00","0.00",1,"NEW"
53,53,"BENNING",65046,65046,1,0,"6.00","6.00","1.00","0.00","0.08",1,"NEW"
54,54,"BENNING",64190,64190,1,0,"8.00","8.00","1.00","0.00","0.08",1,"NEW"
55,55,"BENNING",65046,65046,1,0,"6.00","6.00","1.00","0.00","0.08",1,"NEW"
56,56,"BENNING",64190,64190,1,0,"8.00","8.00","1.00","0.00","0.08",1,"NEW"
57,57,"BENNING",64190,64190,1,0,"8.00","8.00","1.00","0.00","0.08",1,"NEW"
58,58,"BENNING",65046,65046,1,0,"6.00","6.00","1.00","0.00","0.08",1,"NEW"
59,59,"BENNING",64190,64190,1,0,"8.00","8.00","1.00","0.00","0.08",1,"NEW"
60,60,"BENNING",502,502,1,0,"4.00","4.00","0.00","0.00","0.00",1,"NEW"
61,61,"BENNING",64195,64195,0,1,"1.50","1.50","5.00","0.00","0.43",1,"NEW"
62,62,"BENNING",65058,65058,1,1,"1.14","1.14","5.00","0.00","0.39",2,"NEW"
63,63,"BENNING",64210,64210,1,0,"1.71","1.71","5.00","0.00","0.35",1,"NEW"
64,64,"BENNING",64210,64210,1,0,"1.71","1.71","5.00","0.00","0.33",1,"NEW"
65,65,"BENNING",65048,65048,1,0,"1.57","1.57","5.00","0.00","0.29",2,"NEW"
66,66,"BENNING",64190,64190,1,0,"2.29","2.29","5.00","0.00","0.26",1,"NEW"
67,67,"BENNING",65046,65046,1,0,"1.71","1.71","5.00","0.00","0.26",2,"NEW"
68,68,"BENNING",502,502,1,0,"1.33","1.33","6.00","0.00","0.55",1,"NEW"
69,69,"BENNING",509,509,1,0,"0.67","0.67","6.00","0.00","0.55",1,"NEW"
70,70,"BENNING",502,502,1,0,"1.33","1.33","6.00","0.00","0.55",1,"NEW"
71,71,"BENNING",502,502,1,0,"1.33","1.33","6.00","0.00","0.55",1,"NEW"
72,72,"BENNING",509,509,1,0,"0.67","0.67","6.00","0.00","0.55",1,"NEW"
73,73,"BENNING",65046,65046,1,0,"1.71","1.71","5.00","0.00","0.26",2,"NEW"
74,74,"BENNING",64190,64190,1,0,"2.29","2.29","5.00","0.00","0.26",1,"NEW"
